Annotation	n
GO:0038007	14
GO:0038066	14
GO:0042799	14
GO:0043291	14
GO:0043605	14
GO:0043624	14
GO:0044409	14
GO:0045138	14
GO:0045143	14
GO:0045721	14
GO:0046039	14
GO:0046041	14
GO:0046899	14
GO:0047015	14
GO:0047620	14
GO:0048846	14
GO:0050005	14
GO:0050764	14
GO:0051730	14
GO:0052851	14
GO:0060188	14
GO:0061643	14
GO:0061738	14
GO:0070507	14
GO:0070986	14
GO:0071930	14
GO:0090149	14
GO:0097628	14
GO:0140220	14
GO:0140572	14
GO:1901076	14
GO:1903356	14
GO:1903379	14
GO:1904812	14
GO:1905815	14
GO:0000293	13
GO:0000706	13
GO:0000959	13
GO:0000993	13
GO:0005912	13
GO:0006469	13
GO:0006550	13
GO:0006673	13
GO:0007063	13
GO:0007368	13
GO:0008157	13
GO:0009650	13
GO:0010515	13
GO:0010525	13
GO:0015708	13
GO:0016507	13
GO:0017087	13
GO:0019003	13
GO:0019153	13
GO:0019370	13
GO:0019933	13
GO:0022869	13
GO:0030587	13
GO:0030621	13
GO:0031172	13
GO:0031571	13
GO:0032135	13
GO:0032195	13
GO:0032453	13
GO:0032496	13
GO:0033384	13
GO:0033386	13
GO:0033679	13
GO:0034221	13
GO:0034475	13
GO:0035252	13
GO:0035840	13
GO:0039520	13
GO:0039654	13
GO:0039707	13
GO:0042470	13
GO:0042720	13
GO:0043224	13
GO:0043386	13
GO:0043618	13
GO:0043783	13
GO:0043823	13
GO:0044228	13
GO:0044354	13
GO:0044385	13
GO:0044687	13
GO:0047734	13
GO:0048278	13
GO:0050121	13
GO:0052658	13
GO:0052659	13
GO:0060963	13
GO:0061656	13
GO:0061697	13
GO:0070649	13
GO:0071281	13
GO:0071763	13
GO:0072718	13
GO:0090131	13
GO:0106073	13
GO:1901642	13
GO:1903666	13
GO:1903955	13
GO:1990315	13
GO:1990518	13
GO:2000237	13
GO:0000038	12
GO:0000196	12
GO:0000448	12
GO:0001946	12
GO:0004738	12
GO:0005882	12
GO:0006105	12
GO:0006264	12
GO:0006685	12
GO:0006892	12
GO:0007120	12
GO:0007190	12
GO:0008593	12
GO:0008744	12
GO:0009142	12
GO:0010314	12
GO:0010569	12
GO:0010696	12
GO:0015418	12
GO:0015483	12
GO:0015651	12
GO:0016237	12
GO:0016363	12
GO:0018206	12
GO:0018481	12
GO:0018625	12
GO:0019630	12
GO:0021610	12
GO:0021615	12
GO:0021636	12
GO:0021644	12
GO:0030487	12
GO:0030947	12
GO:0030952	12
GO:0031490	12
GO:0033298	12
GO:0033989	12
GO:0034427	12
GO:0034485	12
GO:0034647	12
GO:0034967	12
GO:0035080	12
GO:0035600	12
GO:0036266	12
GO:0036397	12
GO:0040009	12
GO:0042743	12
GO:0043043	12
GO:0044804	12
GO:0044805	12
GO:0046592	12
GO:0047739	12
GO:0048309	12
GO:0050157	12
GO:0050377	12
GO:0052587	12
GO:0052910	12
GO:0055038	12
GO:0061133	12
GO:0061166	12
GO:0061508	12
GO:0061509	12
GO:0070096	12
GO:0071467	12
GO:0071566	12
GO:0071945	12
GO:0071951	12
GO:0072380	12
GO:0090443	12
GO:0097309	12
GO:0098978	12
GO:0110085	12
GO:1900208	12
GO:1900746	12
GO:1902906	12
GO:1904931	12
GO:1990071	12
GO:1990120	12
GO:1990640	12
GO:1990648	12
GO:1990649	12
GO:1990650	12
GO:1990651	12
GO:0000464	11
GO:0001006	11
GO:0003351	11
GO:0003374	11
GO:0003943	11
GO:0004575	11
GO:0005125	11
GO:0005126	11
GO:0005581	11
GO:0006116	11
GO:0006165	11
GO:0006734	11
GO:0006798	11
GO:0006820	11
GO:0006971	11
GO:0007130	11
GO:0007265	11
GO:0007291	11
GO:0007584	11
GO:0007601	11
GO:0008287	11
GO:0008301	11
GO:0008458	11
GO:0008526	11
GO:0008885	11
GO:0009922	11
GO:0009977	11
GO:0010387	11
GO:0015947	11
GO:0015980	11
GO:0016002	11
GO:0016174	11
GO:0016320	11
GO:0019048	11
GO:0019358	11
GO:0030427	11
GO:0030447	11
GO:0030846	11
GO:0031021	11
GO:0031365	11
GO:0031578	11
GO:0033551	11
GO:0033553	11
GO:0034476	11
GO:0042410	11
GO:0042554	11
GO:0042843	11
GO:0043504	11
GO:0043536	11
GO:0043686	11
GO:0043961	11
GO:0044030	11
GO:0045703	11
GO:0045732	11
GO:0046084	11
GO:0046512	11
GO:0047482	11
GO:0048024	11
GO:0050563	11
GO:0050613	11
GO:0050688	11
GO:0051256	11
GO:0051344	11
GO:0051455	11
GO:0051472	11
GO:0051865	11
GO:0052925	11
GO:0055075	11
GO:0060176	11
GO:0061522	11
GO:0061641	11
GO:0070182	11
GO:0070914	11
GO:0070933	11
GO:0090657	11
GO:0097466	11
GO:0097526	11
GO:0097546	11
GO:0098653	11
GO:0102339	11
GO:0102340	11
GO:0102341	11
GO:0102342	11
GO:0110136	11
GO:0120113	11
GO:0120174	11
GO:0140312	11
GO:1900364	11
GO:1904408	11
GO:1904430	11
GO:1990411	11
GO:1990443	11
GO:2000574	11
GO:0000346	10
GO:0000500	10
GO:0000750	10
GO:0000755	10
GO:0001181	10
GO:0001758	10
GO:0004769	10
GO:0004861	10
GO:0005604	10
GO:0005947	10
GO:0006225	10
GO:0006880	10
GO:0007009	10
GO:0007026	10
GO:0007088	10
GO:0007269	10
GO:0007281	10
GO:0007533	10
GO:0008398	10
GO:0008584	10
GO:0009046	10
GO:0009064	10
GO:0009268	10
GO:0010134	10
GO:0010286	10
GO:0010380	10
GO:0015453	10
GO:0015847	10
GO:0016079	10
GO:0016175	10
GO:0016324	10
GO:0016574	10
GO:0016843	10
GO:0018517	10
GO:0030672	10
GO:0030847	10
GO:0030980	10
GO:0031457	10
GO:0031942	10
GO:0032217	10
GO:0032414	10
GO:0033194	10
GO:0034022	10
GO:0034244	10
GO:0034387	10
GO:0035307	10
GO:0035376	10
GO:0035753	10
GO:0035975	10
GO:0036047	10
GO:0036049	10
GO:0042174	10
GO:0042175	10
GO:0042203	10
GO:0042288	10
GO:0042307	10
GO:0042406	10
GO:0042426	10
GO:0042542	10
GO:0042788	10
GO:0043007	10
GO:0043532	10
GO:0045036	10
GO:0045276	10
GO:0045937	10
GO:0046405	10
GO:0046444	10
GO:0047433	10
GO:0047473	10
GO:0047895	10
GO:0050269	10
GO:0050514	10
GO:0050714	10
GO:0051219	10
GO:0051292	10
GO:0051654	10
GO:0051666	10
GO:0051692	10
GO:0052742	10
GO:0052812	10
GO:0060195	10
GO:0060627	10
GO:0061186	10
GO:0061587	10
GO:0061617	10
GO:0061698	10
GO:0061957	10
GO:0070478	10
GO:0070685	10
GO:0070824	10
GO:0071049	10
GO:0071051	10
GO:0071561	10
GO:0071565	10
GO:0080164	10
GO:0090266	10
GO:0090382	10
GO:0090599	10
GO:0097014	10
GO:0098609	10
GO:0098655	10
GO:0102351	10
GO:0120147	10
GO:1902117	10
GO:1902751	10
GO:1904828	10
GO:1990171	10
GO:1990456	10
GO:2000370	10
GO:2001034	10
GO:2001168	10
GO:0000243	9
GO:0000282	9
GO:0000372	9
GO:0000406	9
GO:0000779	9
GO:0000792	9
GO:0001046	9
GO:0001400	9
GO:0001402	9
GO:0002188	9
GO:0004503	9
GO:0005078	9
GO:0005227	9
GO:0005290	9
GO:0005780	9
GO:0005921	9
GO:0005945	9
GO:0006626	9
GO:0007121	9
GO:0008023	9
GO:0008266	9
GO:0008298	9
GO:0008445	9
GO:0009451	9
GO:0010255	9
GO:0010287	9
GO:0015123	9
GO:0015189	9
GO:0015218	9
GO:0015438	9
GO:0015520	9
GO:0015904	9
GO:0017069	9
GO:0018013	9
GO:0018113	9
GO:0019433	9
GO:0019954	9
GO:0023052	9
GO:0030097	9
GO:0030769	9
GO:0031032	9
GO:0031143	9
GO:0031507	9
GO:0031897	9
GO:0031936	9
GO:0032979	9
GO:0034000	9
GO:0034087	9
GO:0034508	9
GO:0034512	9
GO:0035269	9
GO:0035617	9
GO:0035838	9
GO:0036128	9
GO:0040022	9
GO:0042564	9
GO:0042766	9
GO:0043144	9
GO:0043195	9
GO:0043273	9
GO:0043687	9
GO:0043831	9
GO:0044103	9
GO:0044257	9
GO:0044267	9
GO:0044818	9
GO:0045002	9
GO:0045259	9
GO:0046174	9
GO:0046822	9
GO:0046964	9
GO:0047265	9
GO:0047302	9
GO:0047679	9
GO:0047804	9
GO:0048574	9
GO:0048666	9
GO:0050009	9
GO:0050236	9
GO:0050333	9
GO:0050417	9
GO:0050708	9
GO:0051731	9
GO:0060612	9
GO:0061459	9
GO:0061474	9
GO:0061851	9
GO:0070058	9
GO:0070131	9
GO:0070545	9
GO:0070899	9
GO:0071008	9
GO:0071564	9
GO:0071819	9
GO:0071885	9
GO:0071986	9
GO:0072462	9
GO:0102786	9
GO:0120290	9
GO:0140132	9
GO:1900436	9
GO:1901408	9
GO:1903241	9
GO:1903775	9
GO:1904669	9
GO:1904985	9
GO:1990164	9
GO:1990592	9
GO:1990726	9
GO:1990748	9
GO:2000002	9
GO:2000222	9
GO:2001173	9
GO:0000003	8
GO:0000053	8
GO:0000138	8
GO:0000182	8
GO:0000262	8
GO:0000325	8
GO:0000753	8
GO:0001179	8
GO:0001726	8
GO:0004063	8
GO:0004097	8
GO:0004837	8
GO:0004931	8
GO:0005518	8
GO:0005641	8
GO:0005662	8
GO:0005797	8
GO:0005911	8
GO:0006266	8
GO:0006409	8
GO:0006624	8
GO:0006828	8
GO:0006843	8
GO:0007534	8
GO:0008847	8
GO:0009861	8
GO:0009909	8
GO:0010187	8
GO:0010319	8
GO:0010737	8
GO:0014829	8
GO:0015410	8
GO:0016150	8
GO:0016246	8
GO:0018764	8
GO:0018807	8
GO:0019375	8
GO:0019652	8
GO:0019900	8
GO:0022008	8
GO:0030134	8
GO:0030141	8
GO:0030287	8
GO:0030707	8
GO:0030791	8
GO:0030863	8
GO:0031019	8
GO:0031054	8
GO:0031209	8
GO:0031261	8
GO:0031384	8
GO:0031493	8
GO:0031639	8
GO:0031957	8
GO:0032137	8
GO:0032186	8
GO:0032210	8
GO:0032212	8
GO:0032592	8
GO:0033691	8
GO:0033754	8
GO:0033920	8
GO:0033975	8
GO:0034247	8
GO:0034398	8
GO:0034719	8
GO:0034973	8
GO:0035023	8
GO:0035250	8
GO:0035339	8
GO:0035551	8
GO:0035859	8
GO:0039504	8
GO:0039648	8
GO:0042173	8
GO:0042383	8
GO:0042438	8
GO:0042959	8
GO:0043086	8
GO:0043539	8
GO:0043596	8
GO:0043682	8
GO:0043822	8
GO:0044550	8
GO:0045159	8
GO:0045282	8
GO:0045951	8
GO:0045982	8
GO:0046776	8
GO:0047770	8
GO:0047850	8
GO:0050124	8
GO:0050216	8
GO:0050232	8
GO:0051156	8
GO:0051225	8
GO:0051286	8
GO:0051307	8
GO:0051519	8
GO:0052619	8
GO:0052909	8
GO:0061586	8
GO:0061740	8
GO:0061741	8
GO:0070189	8
GO:0070461	8
GO:0070823	8
GO:0070830	8
GO:0070893	8
GO:0070898	8
GO:0070932	8
GO:0071039	8
GO:0071205	8
GO:0071432	8
GO:0071474	8
GO:0071577	8
GO:0071788	8
GO:0072687	8
GO:0080009	8
GO:0090332	8
GO:0090337	8
GO:0090660	8
GO:0097042	8
GO:0098719	8
GO:0098826	8
GO:0099523	8
GO:0099524	8
GO:0102285	8
GO:0110152	8
GO:1900101	8
GO:1900377	8
GO:1900486	8
GO:1900490	8
GO:1901605	8
GO:1901673	8
GO:1902459	8
GO:1903373	8
GO:1903475	8
GO:1904643	8
GO:1904750	8
GO:1904764	8
GO:1905477	8
GO:1905634	8
GO:1990304	8
GO:1990446	8
GO:1990447	8
GO:1990832	8
GO:1990833	8
GO:2000026	8
GO:0000120	7
GO:0000133	7
GO:0000137	7
GO:0000444	7
GO:0000773	7
GO:0000949	7
GO:0000958	7
GO:0000979	7
GO:0001227	7
GO:0001405	7
GO:0001669	7
GO:0001937	7
GO:0003272	7
GO:0003681	7
GO:0003785	7
GO:0004303	7
GO:0005371	7
GO:0005775	7
GO:0005845	7
GO:0005853	7
GO:0005880	7
GO:0005946	7
GO:0006020	7
GO:0006067	7
GO:0006078	7
GO:0006290	7
GO:0006361	7
GO:0006868	7
GO:0006907	7
GO:0007232	7
GO:0007413	7
GO:0008013	7
GO:0008079	7
GO:0008091	7
GO:0008277	7
GO:0008349	7
GO:0009062	7
GO:0009555	7
GO:0009749	7
GO:0010020	7
GO:0010458	7
GO:0010620	7
GO:0010793	7
GO:0010821	7
GO:0014065	7
GO:0015108	7
GO:0015230	7
GO:0015696	7
GO:0015883	7
GO:0015946	7
GO:0016139	7
GO:0017059	7
GO:0018773	7
GO:0019317	7
GO:0019413	7
GO:0019543	7
GO:0030018	7
GO:0030059	7
GO:0030328	7
GO:0031000	7
GO:0031031	7
GO:0031106	7
GO:0031166	7
GO:0031224	7
GO:0031227	7
GO:0031333	7
GO:0032060	7
GO:0032221	7
GO:0032443	7
GO:0032507	7
GO:0032581	7
GO:0032781	7
GO:0033597	7
GO:0033698	7
GO:0033919	7
GO:0034058	7
GO:0034272	7
GO:0034333	7
GO:0034486	7
GO:0034498	7
GO:0034503	7
GO:0034513	7
GO:0035226	7
GO:0035725	7
GO:0035839	7
GO:0036302	7
GO:0036464	7
GO:0040001	7
GO:0042594	7
GO:0042918	7
GO:0043619	7
GO:0043807	7
GO:0044611	7
GO:0044613	7
GO:0044695	7
GO:0045022	7
GO:0045145	7
GO:0045836	7
GO:0045921	7
GO:0046281	7
GO:0046477	7
GO:0046527	7
GO:0047099	7
GO:0048488	7
GO:0048568	7
GO:0048703	7
GO:0050291	7
GO:0050587	7
GO:0050684	7
GO:0051598	7
GO:0051649	7
GO:0051715	7
GO:0051984	7
GO:0070095	7
GO:0070210	7
GO:0070414	7
GO:0070941	7
GO:0070973	7
GO:0071456	7
GO:0071575	7
GO:0071669	7
GO:0080101	7
GO:0090143	7
GO:0090158	7
GO:0090726	7
GO:0097002	7
GO:0097268	7
GO:0097640	7
GO:0102985	7
GO:0106293	7
GO:1900034	7
GO:1900233	7
GO:1901381	7
GO:1902012	7
GO:1902413	7
GO:1902476	7
GO:1903237	7
GO:1903457	7
GO:1903473	7
GO:1903669	7
GO:1905162	7
GO:1905303	7
GO:1990139	7
GO:1990145	7
GO:1990683	7
GO:1990758	7
GO:1990841	7
GO:2000242	7
GO:2000582	7
GO:2000785	7
GO:0000022	6
GO:0000096	6
GO:0000188	6
GO:0000246	6
GO:0000354	6
GO:0000404	6
GO:0000429	6
GO:0000479	6
GO:0000708	6
GO:0000822	6
GO:0000972	6
GO:0001092	6
GO:0001503	6
GO:0001708	6
GO:0001786	6
GO:0002094	6
GO:0002109	6
GO:0002199	6
GO:0002376	6
GO:0003921	6
GO:0004558	6
GO:0004572	6
GO:0004703	6
GO:0004890	6
GO:0004984	6
GO:0005619	6
GO:0005621	6
GO:0005726	6
GO:0005745	6
GO:0005987	6
GO:0006112	6
GO:0006356	6
GO:0006458	6
GO:0006501	6
GO:0006997	6
GO:0007099	6
GO:0007339	6
GO:0008187	6
GO:0008242	6
GO:0008286	6
GO:0008376	6
GO:0009860	6
GO:0009931	6
GO:0009933	6
GO:0010121	6
GO:0010520	6
GO:0010526	6
GO:0010568	6
GO:0010570	6
GO:0010794	6
GO:0010796	6
GO:0010888	6
GO:0010898	6
GO:0014807	6
GO:0015009	6
GO:0015086	6
GO:0015421	6
GO:0015491	6
GO:0015606	6
GO:0015734	6
GO:0015742	6
GO:0015918	6
GO:0016155	6
GO:0016156	6
GO:0016479	6
GO:0016604	6
GO:0016754	6
GO:0019220	6
GO:0019367	6
GO:0019863	6
GO:0022848	6
GO:0022889	6
GO:0030003	6
GO:0030100	6
GO:0030171	6
GO:0030215	6
GO:0030340	6
GO:0030943	6
GO:0031060	6
GO:0031138	6
GO:0031144	6
GO:0031589	6
GO:0031924	6
GO:0032039	6
GO:0032044	6
GO:0032126	6
GO:0032178	6
GO:0032483	6
GO:0033396	6
GO:0033494	6
GO:0033620	6
GO:0034041	6
GO:0034044	6
GO:0034271	6
GO:0034316	6
GO:0034473	6
GO:0034644	6
GO:0034657	6
GO:0034728	6
GO:0035066	6
GO:0035694	6
GO:0035842	6
GO:0035967	6
GO:0036088	6
GO:0036092	6
GO:0036348	6
GO:0036437	6
GO:0036456	6
GO:0040020	6
GO:0042391	6
GO:0042575	6
GO:0042709	6
GO:0042775	6
GO:0042789	6
GO:0042937	6
GO:0043009	6
GO:0043153	6
GO:0043409	6
GO:0043529	6
GO:0043795	6
GO:0043895	6
GO:0043928	6
GO:0044305	6
GO:0044615	6
GO:0044774	6
GO:0045128	6
GO:0045144	6
GO:0045176	6
GO:0045182	6
GO:0045722	6
GO:0045819	6
GO:0045861	6
GO:0045875	6
GO:0046356	6
GO:0046359	6
GO:0046934	6
GO:0046950	6
GO:0047542	6
GO:0047816	6
GO:0047945	6
GO:0048260	6
GO:0048741	6
GO:0050850	6
GO:0051446	6
GO:0051447	6
GO:0051484	6
GO:0051646	6
GO:0051872	6
GO:0055074	6
GO:0055091	6
GO:0060212	6
GO:0060548	6
GO:0060628	6
GO:0065001	6
GO:0070160	6
GO:0070868	6
GO:0071918	6
GO:0071940	6
GO:0090169	6
GO:0090374	6
GO:0090463	6
GO:0090464	6
GO:0090465	6
GO:0090502	6
GO:0090606	6
GO:0090619	6
GO:0097177	6
GO:0097196	6
GO:0097203	6
GO:0097320	6
GO:0097502	6
GO:0097753	6
GO:0098685	6
GO:0098974	6
GO:0106112	6
GO:0106161	6
GO:0106214	6
GO:0106247	6
GO:0106248	6
GO:0106251	6
GO:0110045	6
GO:0120162	6
GO:0140318	6
GO:0140429	6
GO:1900407	6
GO:1900864	6
GO:1901000	6
GO:1901207	6
GO:1901319	6
GO:1901900	6
GO:1901925	6
GO:1902201	6
GO:1902499	6
GO:1902596	6
GO:1902846	6
GO:1902889	6
GO:1903342	6
GO:1903380	6
GO:1903500	6
GO:1903664	6
GO:1904115	6
GO:1904291	6
GO:1905168	6
GO:1905334	6
GO:1905665	6
GO:1990414	6
GO:1990429	6
GO:1990615	6
GO:1990873	6
GO:2000145	6
GO:2000203	6
GO:2000232	6
GO:2000235	6
GO:2000238	6
GO:2000601	6
GO:2001033	6
GO:2001159	6
GO:0000025	5
GO:0000073	5
GO:0000433	5
GO:0000731	5
GO:0000747	5
GO:0000754	5
GO:0000955	5
GO:0000965	5
GO:0001085	5
GO:0001113	5
GO:0001188	5
GO:0001653	5
GO:0001725	5
GO:0001735	5
GO:0001738	5
GO:0002009	5
GO:0002102	5
GO:0002130	5
GO:0002182	5
GO:0003323	5
GO:0004027	5
GO:0004031	5
GO:0004621	5
GO:0004771	5
GO:0004860	5
GO:0005129	5
GO:0005457	5
GO:0005522	5
GO:0005523	5
GO:0005537	5
GO:0005937	5
GO:0005942	5
GO:0006068	5
GO:0006182	5
GO:0006311	5
GO:0006335	5
GO:0006489	5
GO:0006563	5
GO:0006641	5
GO:0006882	5
GO:0007050	5
GO:0007168	5
GO:0007231	5
GO:0007266	5
GO:0007419	5
GO:0008021	5
GO:0008090	5
GO:0008219	5
GO:0008443	5
GO:0009000	5
GO:0009265	5
GO:0009313	5
GO:0009383	5
GO:0009834	5
GO:0009845	5
GO:0009877	5
GO:0009927	5
GO:0010082	5
GO:0010305	5
GO:0010338	5
GO:0010358	5
GO:0010411	5
GO:0010508	5
GO:0010674	5
GO:0010731	5
GO:0010845	5
GO:0010975	5
GO:0010994	5
GO:0015019	5
GO:0015127	5
GO:0015179	5
GO:0015211	5
GO:0015233	5
GO:0015565	5
GO:0015645	5
GO:0015909	5
GO:0015929	5
GO:0016241	5
GO:0016415	5
GO:0016775	5
GO:0018022	5
GO:0018023	5
GO:0018991	5
GO:0019321	5
GO:0019693	5
GO:0019776	5
GO:0019778	5
GO:0019779	5
GO:0019992	5
GO:0022618	5
GO:0022898	5
GO:0030240	5
GO:0030317	5
GO:0030665	5
GO:0030953	5
GO:0030957	5
GO:0030999	5
GO:0031028	5
GO:0031105	5
GO:0031126	5
GO:0031211	5
GO:0031285	5
GO:0031340	5
GO:0031405	5
GO:0031464	5
GO:0031671	5
GO:0031682	5
GO:0032138	5
GO:0033390	5
GO:0033883	5
GO:0033934	5
GO:0033953	5
GO:0034053	5
GO:0034428	5
GO:0034455	5
GO:0034628	5
GO:0034968	5
GO:0035242	5
GO:0035361	5
GO:0035493	5
GO:0035610	5
GO:0035720	5
GO:0035977	5
GO:0036010	5
GO:0036121	5
GO:0036245	5
GO:0036444	5
GO:0040025	5
GO:0042184	5
GO:0042373	5
GO:0042472	5
GO:0042537	5
GO:0042538	5
GO:0042593	5
GO:0042884	5
GO:0042938	5
GO:0043296	5
GO:0043427	5
GO:0043549	5
GO:0043626	5
GO:0043722	5
GO:0043771	5
GO:0043879	5
GO:0044284	5
GO:0044569	5
GO:0044614	5
GO:0044653	5
GO:0044654	5
GO:0044878	5
GO:0046020	5
GO:0046098	5
GO:0046166	5
GO:0046292	5
GO:0046296	5
GO:0046705	5
GO:0046949	5
GO:0047057	5
GO:0047115	5
GO:0047184	5
GO:0047286	5
GO:0047386	5
GO:0047484	5
GO:0047653	5
GO:0048194	5
GO:0048477	5
GO:0048786	5
GO:0048873	5
GO:0050152	5
GO:0050215	5
GO:0050231	5
GO:0050582	5
GO:0050584	5
GO:0050808	5
GO:0050839	5
GO:0050998	5
GO:0051097	5
GO:0051443	5
GO:0051621	5
GO:0051694	5
GO:0051861	5
GO:0052691	5
GO:0052878	5
GO:0055037	5
GO:0060072	5
GO:0060304	5
GO:0060969	5
GO:0061167	5
GO:0061188	5
GO:0061245	5
GO:0061408	5
GO:0061414	5
GO:0061415	5
GO:0061512	5
GO:0061666	5
GO:0061676	5
GO:0062123	5
GO:0070158	5
GO:0070194	5
GO:0070525	5
GO:0070552	5
GO:0070740	5
GO:0070827	5
GO:0070917	5
GO:0071236	5
GO:0071466	5
GO:0071477	5
GO:0071627	5
GO:0071896	5
GO:0072318	5
GO:0072429	5
GO:0072435	5
GO:0072741	5
GO:0072749	5
GO:0089707	5
GO:0089708	5
GO:0090162	5
GO:0090314	5
GO:0090383	5
GO:0097192	5
GO:0097510	5
GO:0097542	5
GO:0097638	5
GO:0098789	5
GO:0098871	5
GO:0102003	5
GO:0102209	5
GO:0102797	5
GO:0102798	5
GO:0106219	5
GO:0140053	5
GO:0140300	5
GO:0150111	5
GO:1900081	5
GO:1902406	5
GO:1902424	5
GO:1902441	5
GO:1902494	5
GO:1902845	5
GO:1902854	5
GO:1903024	5
GO:1903461	5
GO:1903467	5
GO:1903692	5
GO:1903754	5
GO:1904262	5
GO:1904514	5
GO:1904537	5
GO:1905263	5
GO:1905757	5
GO:1905758	5
GO:1905785	5
GO:1990072	5
GO:1990074	5
GO:1990246	5
GO:1990818	5
GO:1990820	5
GO:1990898	5
GO:1990937	5
GO:2000250	5
GO:0000010	4
GO:0000035	4
GO:0000101	4
GO:0000102	4
GO:0000113	4
GO:0000117	4
GO:0000128	4
GO:0000153	4
GO:0000280	4
GO:0000292	4
GO:0000297	4
GO:0000306	4
GO:0000321	4
GO:0000331	4
GO:0000393	4
GO:0000446	4
GO:0000465	4
GO:0000729	4
GO:0000741	4
GO:0000770	4
GO:0000947	4
GO:0000994	4
GO:0001111	4
GO:0001174	4
GO:0001512	4
GO:0001676	4
GO:0001702	4
GO:0001716	4
GO:0001755	4
GO:0002047	4
GO:0002058	4
GO:0002082	4
GO:0002121	4
GO:0003875	4
GO:0004577	4
GO:0004740	4
GO:0004879	4
GO:0005034	4
GO:0005212	4
GO:0005302	4
GO:0005313	4
GO:0005353	4
GO:0005461	4
GO:0005462	4
GO:0005463	4
GO:0005640	4
GO:0005697	4
GO:0005828	4
GO:0005851	4
GO:0005922	4
GO:0005955	4
GO:0006046	4
GO:0006073	4
GO:0006479	4
GO:0006517	4
GO:0006524	4
GO:0006538	4
GO:0006643	4
GO:0006812	4
GO:0006999	4
GO:0007039	4
GO:0007117	4
GO:0007189	4
GO:0007286	4
GO:0007288	4
GO:0007535	4
GO:0007626	4
GO:0008073	4
GO:0008195	4
GO:0008419	4
GO:0008455	4
GO:0008481	4
GO:0008537	4
GO:0008630	4
GO:0008645	4
GO:0008748	4
GO:0008868	4
GO:0009258	4
GO:0009319	4
GO:0009410	4
GO:0009733	4
GO:0009832	4
GO:0010032	4
GO:0010075	4
GO:0010447	4
GO:0010484	4
GO:0010507	4
GO:0010828	4
GO:0010842	4
GO:0010895	4
GO:0010954	4
GO:0010972	4
GO:0014069	4
GO:0015046	4
GO:0015091	4
GO:0015194	4
GO:0015333	4
GO:0015578	4
GO:0015693	4
GO:0015721	4
GO:0016012	4
GO:0016323	4
GO:0016401	4
GO:0016423	4
GO:0016605	4
GO:0017018	4
GO:0017024	4
GO:0017050	4
GO:0018008	4
GO:0018094	4
GO:0018114	4
GO:0018509	4
GO:0018624	4
GO:0018740	4
GO:0018744	4
GO:0018860	4
GO:0019171	4
GO:0019187	4
GO:0019207	4
GO:0019255	4
GO:0019546	4
GO:0019572	4
GO:0030011	4
GO:0030031	4
GO:0030162	4
GO:0030341	4
GO:0030422	4
GO:0030838	4
GO:0031017	4
GO:0031154	4
GO:0031304	4
GO:0031322	4
GO:0031370	4
GO:0031416	4
GO:0031468	4
GO:0031520	4
GO:0031532	4
GO:0031934	4
GO:0031938	4
GO:0031981	4
GO:0032006	4
GO:0032038	4
GO:0032160	4
GO:0032177	4
GO:0032182	4
GO:0032185	4
GO:0032389	4
GO:0032486	4
GO:0032515	4
GO:0032874	4
GO:0032888	4
GO:0033108	4
GO:0033186	4
GO:0033619	4
GO:0033621	4
GO:0033677	4
GO:0033741	4
GO:0033825	4
GO:0033986	4
GO:0034080	4
GO:0034236	4
GO:0034237	4
GO:0034355	4
GO:0034456	4
GO:0034463	4
GO:0034625	4
GO:0034626	4
GO:0034755	4
GO:0035005	4
GO:0035024	4
GO:0035096	4
GO:0035329	4
GO:0035597	4
GO:0035825	4
GO:0035965	4
GO:0036003	4
GO:0036042	4
GO:0036086	4
GO:0036126	4
GO:0036132	4
GO:0036396	4
GO:0039645	4
GO:0042124	4
GO:0042331	4
GO:0042500	4
GO:0042578	4
GO:0042791	4
GO:0042811	4
GO:0042826	4
GO:0042912	4
GO:0042930	4
GO:0042931	4
GO:0043010	4
GO:0043053	4
GO:0043197	4
GO:0043405	4
GO:0043541	4
GO:0043621	4
GO:0043627	4
GO:0043640	4
GO:0043756	4
GO:0044218	4
GO:0044232	4
GO:0044539	4
GO:0044656	4
GO:0045009	4
GO:0045050	4
GO:0045290	4
GO:0045471	4
GO:0045547	4
GO:0045717	4
GO:0045719	4
GO:0045807	4
GO:0045835	4
GO:0045945	4
GO:0045950	4
GO:0046029	4
GO:0046040	4
GO:0046050	4
GO:0046352	4
GO:0046404	4
GO:0046578	4
GO:0046580	4
GO:0046838	4
GO:0046967	4
GO:0046972	4
GO:0047322	4
GO:0047349	4
GO:0047514	4
GO:0047522	4
GO:0047614	4
GO:0047657	4
GO:0048255	4
GO:0048288	4
GO:0048565	4
GO:0048639	4
GO:0048701	4
GO:0050011	4
GO:0050089	4
GO:0050307	4
GO:0050405	4
GO:0050479	4
GO:0050667	4
GO:0050815	4
GO:0050900	4
GO:0051038	4
GO:0051278	4
GO:0051569	4
GO:0051664	4
GO:0051701	4
GO:0051754	4
GO:0051755	4
GO:0051781	4
GO:0051793	4
GO:0051990	4
GO:0052629	4
GO:0052745	4
GO:0052811	4
GO:0055064	4
GO:0060070	4
GO:0060216	4
GO:0060420	4
GO:0060702	4
GO:0061063	4
GO:0061371	4
GO:0061429	4
GO:0061463	4
GO:0061640	4
GO:0061939	4
GO:0061952	4
GO:0062023	4
GO:0070034	4
GO:0070146	4
